,nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,filiere,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,capacitereservoir,productible,debitmaximal,gestionnaire,hauteurchute
41087,Confidentiel,17W000000052644D,505420000,Saint-Pois,CC de Villedieu Intercom,Manche,Normandie,09/10/2012,09/10/2012,25/05/2020,MORTA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41129,Confidentiel,17W000000050067Z,505920000,Tessy-Bocage,CA Saint-Lô Agglo,Manche,Normandie,13/01/2014,13/01/2014,31/03/2022,VIRE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,180.0,,,180.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41164,Confidentiel,17W000000409634K,510160000,Arrigny,CC Perthois-Bocage et Der,Marne,Grand Est,09/10/1997,09/10/1997,14/12/2022,MAROL,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,870.0,,,800.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41377,HYDRO COURLANDON,17W000000416987X,511870000,Courlandon,CU du Grand Reims,Marne,Grand Est,10/03/2016,10/03/2016,19/10/2018,FISME,BT,Direct,Hydraulique,,,FIL DE L'EAU,,94.0,,,45.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41718,Confidentiel,17W000000090668M,514541902,Reims,CU du Grand Reims,Marne,Grand Est,20/01/2015,20/01/2015,30/12/2021,NOUET,BT,Direct,Hydraulique,,,FIL DE L'EAU,,40.0,,,40.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41763,Confidentiel,17W0000014348278,514920000,Saint-Just-Sauvage,CC de Sézanne-Sud Ouest Marnais,Marne,Grand Est,26/09/2001,26/09/2001,01/05/2022,ROMIL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,250.0,,,100.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
41975,Confidentiel,17W000000054154K,516470000,Vitry-en-Perthois,CC Côtes de Champagne et Val de Saulx,Marne,Grand Est,20/01/2014,20/01/2014,05/10/2022,MAROL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,568.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42022,Confidentiel,17W0000004159839,520290000,Autigny-le-Grand,CC du Bassin de Joinville en Champagne,Haute-Marne,Grand Est,09/10/1997,09/10/1997,05/10/2022,JOINV,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42026,Confidentiel,17W000000042076U,520440000,Roches-Bettaincourt,CC Meuse Rognon,Haute-Marne,Grand Est,26/10/2012,26/10/2012,18/10/2022,VESAI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,100.0,,,100.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42031,SARL HYDEE 52,17W000000419418K,520580000,Bologne,CA de Chaumont,Haute-Marne,Grand Est,09/03/2011,09/03/2011,01/01/2017,FRONC,BT,Direct,Hydraulique,,,FIL DE L'EAU,,37.0,,,37.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42109,Confidentiel,17W000000052239M,521750000,Donjeux,CC du Bassin de Joinville en Champagne,Haute-Marne,Grand Est,09/10/1997,09/10/1997,08/03/2022,FRONC,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,367.0,,,215.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42111,KILOWATTS,17W000000958467R,521770000,Doulaincourt-Saucourt,CC Meuse Rognon,Haute-Marne,Grand Est,25/02/2020,25/02/2020,04/11/2022,FRONC,BT,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,140.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42126,ELECTR EAU,17W000000041619N,521940000,Eurville-Bienville,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,01/11/2012,01/11/2012,05/10/2022,BAYAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,432.0,,,370.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42127,CENTRALE D EURVILLE,17W000000059064X,521940000,Eurville-Bienville,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,09/10/1997,09/10/1997,08/03/2022,BAYAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1015.0,,,660.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42163,HYDROVALLAGE,17W000001434824E,522500000,Joinville,CC du Bassin de Joinville en Champagne,Haute-Marne,Grand Est,07/11/2011,07/11/2011,01/05/2022,JOINV,BT,Direct,Hydraulique,,,FIL DE L'EAU,,180.0,,,180.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42167,ANERGIE SASU,17W0000000592232,522580000,Laferté-sur-Aube,CC des Trois Forêts,Haute-Marne,Grand Est,27/01/2016,27/01/2016,01/11/2018,P.VIL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,124.0,,,99.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42169,Confidentiel,17W000000046211U,522650000,Bayard-sur-Marne,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,01/12/2012,01/12/2012,01/12/2022,BAYAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,553.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42176,SARL HYDROFONTAINE,17W000000427417Q,522720000,Lanty-sur-Aube,CC des Trois Forêts,Haute-Marne,Grand Est,10/01/2012,10/01/2012,19/07/2018,P.VIL,BT,Direct,Hydraulique,,,FIL DE L'EAU,,120.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42250,Confidentiel,17W000000432220R,524140000,Rachecourt-sur-Marne,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,09/10/1997,09/10/1997,18/10/2022,BAYAR,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,368.0,,,270.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42260,CENTRALE DE MARNAVAL,17W0000000453933,524480401,Saint-Dizier,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,08/10/1997,08/10/1997,30/11/2022,MARNA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,315.0,,,315.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42294,Confidentiel,17W000000052282L,525000000,Valcourt,CA de Saint-Dizier Der et Blaise,Haute-Marne,Grand Est,09/10/1997,09/10/1997,30/11/2022,SSDIZ,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,290.0,,,290.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42321,Confidentiel,17W000001004472S,525480000,Vraincourt,CA de Chaumont,Haute-Marne,Grand Est,27/11/2020,27/11/2020,27/11/2020,FRONC,BT,Direct,Hydraulique,,,FIL DE L'EAU,,230.0,,,230.0,,,En service,0.0,10.0,902000.0,0.0,Enedis,2.0
42331,CENTRALE DE LA BLINIERE,17W0000000595863,530050000,Andouillé,CC de l'Ernée,Mayenne,Pays de la Loire,09/10/1997,09/10/1997,01/05/2021,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,220.0,,,220.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42333,CENTRALE DE L'AME,17W000001366739L,,Andouillé,CC de l'Ernée,Mayenne,Pays de la Loire,18/02/2010,18/02/2010,22/09/2022,CHANG,BT,Direct,Hydraulique,,,ECLUSEE,,190.0,,,190.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42473,Confidentiel,17W000000413775Q,530720000,Commer,CC Mayenne Communauté,Mayenne,Pays de la Loire,28/05/2014,28/05/2014,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42474,Confidentiel,17W000000410987Q,530720000,Commer,CC Mayenne Communauté,Mayenne,Pays de la Loire,13/10/2008,13/10/2008,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,146.0,,,146.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42536,Confidentiel,17W000000054956L,530940000,Entrammes,CA Laval Agglomération,Mayenne,Pays de la Loire,09/10/1997,09/10/1997,01/05/2021,LAVAL,HTA,Direct,Hydraulique,,,ECLUSEE,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42608,Confidentiel,17W0000013840926,531190000,L'Huisserie,CA Laval Agglomération,Mayenne,Pays de la Loire,09/11/2011,09/11/2011,05/07/2022,LAVAL,HTA,Direct,Hydraulique,,,ECLUSEE,,290.0,,,160.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42652,SARL HYDROVAL,17W000000266968L,531300110,Laval,CA Laval Agglomération,Mayenne,Pays de la Loire,22/12/2011,22/12/2011,01/04/2016,THEVA,BT,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,140.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42690,LES COMMUNES,17W000000049662J,531460000,Martigné-sur-Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,07/06/2012,07/06/2012,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,260.0,,,260.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42692,Confidentiel,17W000000094317V,531460000,Martigné-sur-Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,09/09/2013,09/09/2013,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42693,Confidentiel,17W000000424040P,,Martigné-sur-Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,28/05/2013,28/05/2013,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42694,Confidentiel,17W000000052118Y,531460000,Martigné-sur-Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,20/12/2013,20/12/2013,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42695,Confidentiel,17W000000431029M,531460000,Martigné-sur-Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,25/04/2014,25/04/2014,12/01/2022,MAYEN,HTA,Direct,Hydraulique,,,,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42704,Confidentiel,17W000000282975W,531470101,Mayenne,CC Mayenne Communauté,Mayenne,Pays de la Loire,21/10/2011,21/10/2011,01/02/2019,MAYEN,BT,Direct,Hydraulique,,,FIL DE L'EAU,,90.0,,,90.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42720,Confidentiel,17W0000000690501,531560000,Montflours,CA Laval Agglomération,Mayenne,Pays de la Loire,20/12/2013,20/12/2013,01/05/2021,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42721,ECLUSE FOURMONDIERE INF - SHEMA,17W000000425553S,531560000,Montflours,CA Laval Agglomération,Mayenne,Pays de la Loire,07/01/2016,07/01/2016,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,,,260.0,,,260.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42722,ECLUSE FOURMONDIERE SUP - SHEMA,17W000000044685W,531560000,Montflours,CA Laval Agglomération,Mayenne,Pays de la Loire,04/12/2015,04/12/2015,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,,,260.0,,,260.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42723,Confidentiel,17W000000397334W,531560000,Montflours,CA Laval Agglomération,Mayenne,Pays de la Loire,07/01/2016,07/01/2016,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,260.0,,,260.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42736,Confidentiel,17W000000415060K,531620000,Moulay,CC Mayenne Communauté,Mayenne,Pays de la Loire,03/03/2014,03/03/2014,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42806,ECLUSE DE LA NOURRIERE - SHEMA,17W000000392965M,531950000,Sacé,CC Mayenne Communauté,Mayenne,Pays de la Loire,06/09/2013,06/09/2013,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42807,ECLUSE DE LA VERRERIE - SHEMA,17W000000424469M,531950000,Sacé,CC Mayenne Communauté,Mayenne,Pays de la Loire,06/09/2013,06/09/2013,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42847,SAINT-FRAIMBAULT,17W000000060974X,532160000,Saint-Fraimbault-de-Prières,CC Mayenne Communauté,Mayenne,Pays de la Loire,01/01/1900,01/01/1900,13/01/2022,MAYEN,HTA,Direct,Hydraulique,,,ECLUSEE,,1200.0,,,1200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42865,LA MAIGNANNERIE,17W000000147662M,532290000,Saint-Jean-sur-Mayenne,CA Laval Agglomération,Mayenne,Pays de la Loire,05/06/2012,05/06/2012,13/01/2022,CHANG,HTA,Direct,Hydraulique,,,ECLUSEE,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42973,LIEGEOT,17W000000415594K,540310000,Autreville-sur-Moselle,CC du Bassin de Pont-à-Mousson,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,08/03/2022,MILLE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3600.0,,,2686.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42982,CENTRALE DE BACCARAT,17W000000430135S,540390000,Baccarat,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,05/10/2022,GLONV,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,560.0,,,500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
42988,CENTRALE DE BAINVILLE-AUX-MIROIRS,17W000000426147Y,540420000,Bainville-aux-Miroirs,CC du Pays du Saintois,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,01/10/2020,BAYON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,102.0,,,102.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43024,Confidentiel,17W000000043000L,540760000,Blainville-sur-l'Eau,CC Meurthe Mortagne Moselle,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,08/03/2022,HERIM,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,1000.0,,,935.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43057,Confidentiel,17W000000476942J,541150101,Champigneulles,CC du Bassin de Pompey,Meurthe-et-Moselle,Grand Est,04/07/2018,04/07/2018,17/10/2022,CPIGN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,610.0,,,499.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43060,Confidentiel,17W000000402458C,541180000,Charency-Vezin,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,18/10/2022,LONG5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,85.0,,,75.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43063,CENTRALE DE CHAUDENEY,17W000000049816I,541220000,Chaudeney-sur-Moselle,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,30/11/2022,CHOLO,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3600.0,,,3600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43082,Confidentiel,17W0000014469966,541480000,Croismare,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,02/02/2004,02/02/2004,01/05/2022,HERIM,BT,Direct,Hydraulique,,,FIL DE L'EAU,,100.0,,,100.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43134,Confidentiel,17W000001446693O,542150101,Frouard,CC du Bassin de Pompey,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,04/11/2020,FROUA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1085.0,,,1085.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43135,Confidentiel,17W000000156285P,542150102,Frouard,CC du Bassin de Pompey,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,08/03/2022,FROUA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2452.0,,,1856.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43192,Confidentiel,17W000000060032B,542870000,Lachapelle,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,05/10/2022,GLONV,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,482.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43214,SHEMA LIVERDUN,17W0000001646107,543180102,Liverdun,CC du Bassin de Pompey,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,05/10/2022,FROUA,HTA,Direct,Hydraulique,,,ECLUSEE,,5240.0,,,5240.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43218,Confidentiel,17W000000053668V,543220000,Longuyon,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,16/06/2003,16/06/2003,08/03/2022,LONG5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,112.0,,,112.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43222,HYDROVALOR,17W000000420536G,543220000,Longuyon,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,09/10/2012,09/10/2012,05/10/2022,LONG5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,116.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43235,Confidentiel,17W000000054008V,543290106,Lunéville,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,10/10/2012,10/10/2012,18/10/2022,HERIM,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43251,Confidentiel,17W000000044167H,543440000,Mangonville,CC du Pays du Saintois,Meurthe-et-Moselle,Grand Est,31/10/2012,31/10/2012,18/10/2022,BAYON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,82.0,,,70.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43258,SPEE,17W000000043471J,543500000,Marainviller,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,02/01/2009,02/01/2009,18/10/2022,HERIM,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,130.0,,,130.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43287,Confidentiel,17W000000058469C,543780000,Montigny-sur-Chiers,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,05/10/2022,LONG5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,140.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43291,Confidentiel,17W000000255474K,543830000,Mont-sur-Meurthe,CC Meurthe Mortagne Moselle,Meurthe-et-Moselle,Grand Est,07/02/2005,07/02/2005,27/06/2022,HERIM,BT,Direct,Hydraulique,,,FIL DE L'EAU,,110.0,,,85.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43302,Confidentiel,17W000000158857X,543951002,Nancy,Métropole du Grand Nancy,Meurthe-et-Moselle,Grand Est,25/07/2003,25/07/2003,18/10/2022,T.VER,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1500.0,,,1500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43316,GERST-HYDROELEC,17W000000426573H,544150000,Pagny-sur-Moselle,CC du Bassin de Pont-à-Mousson,Meurthe-et-Moselle,Grand Est,01/09/2004,01/09/2004,08/03/2022,VANDI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,420.0,,,420.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43324,V.PREH-CENTRALE HYDRAULIQUE DE VIEUX-PRE-3,17W000000012232N,544270000,Pierre-Percée,CA de Saint-Dié-des-Vosges,Meurthe-et-Moselle,Grand Est,01/01/1986,02/01/2014,25/07/2019,V.PRE,63 kV,DIRECT,Hydraulique,,,POMPAGE TURBINAGE,,9660.0,,,,,2.0,En service,,,,,RTE,77.0
43328,CENTRALE DE L ECLUSE,17W000000054238E,,Pompey,CC du Bassin de Pompey,Meurthe-et-Moselle,Grand Est,02/02/2010,02/02/2010,09/03/2022,FROUA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,450.0,,,450.0,,,En service,0.0,0.001,0.003,0.0,Enedis,2.62
43329,Confidentiel,17W000000046393Z,544310102,Pont-à-Mousson,CC du Bassin de Pont-à-Mousson,Meurthe-et-Moselle,Grand Est,11/10/2012,11/10/2012,18/10/2022,VANDI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,3600.0,,,3600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43388,Confidentiel,17W000000156396G,545260101,Tomblaine,Métropole du Grand Nancy,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,18/10/2022,T.VER,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,390.0,,,390.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43391,Confidentiel,17W0000001480543,545280101,Toul,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,31/08/2003,31/08/2003,05/10/2022,C.MET,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,180.0,,,180.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43452,Confidentiel,17W0000014104002,545820000,Villette,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,08/10/2012,08/10/2012,02/11/2022,LONG5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,197.0,,,197.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43453,Confidentiel,17W0000000538602,545830000,Villey-le-Sec,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,09/10/1997,09/10/1997,05/10/2022,C.MET,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,5240.0,,,5240.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43461,Confidentiel,17W000000045489R,545900000,Viviers-sur-Chiers,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,01/06/2006,01/06/2006,05/10/2022,LONG5,BT,Direct,Hydraulique,,,FIL DE L'EAU,,60.0,,,60.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43469,Confidentiel,17W000000401653J,550010000,Abainville,CC des Portes de Meuse,Meuse,Grand Est,27/02/2003,27/02/2003,23/04/2019,HOUDE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,105.0,,,105.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43477,CENTRALE ANDERNAY,17W000000192516S,,Andernay,CC du Pays de Revigny-sur-Ornain,Meuse,Grand Est,23/03/2017,23/03/2017,18/04/2019,REVIG,BT,Direct,Hydraulique,,,FIL DE L'EAU,,171.0,,,160.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43479,Confidentiel,17W000000059171W,550130000,Arrancy-sur-Crusnes,CC de Damvillers Spincourt,Meuse,Grand Est,09/10/1997,09/10/1997,18/10/2022,LONG5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,67.0,,,67.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43494,SARL ELECTR EAU,17W000000988542L,550490000,Beurey-sur-Saulx,CA de Bar-le-Duc - Sud Meuse,Meuse,Grand Est,07/05/2008,07/05/2008,14/03/2022,REVIG,BT,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,147.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43508,Confidentiel,17W000000926714R,551020000,Charny-sur-Meuse,CA du Grand Verdun,Meuse,Grand Est,12/08/2019,12/08/2019,04/10/2021,VERDU,BT,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,150.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43509,SARL O NRJ,17W000000425609R,,Chauvency-le-Château,CC du Pays de Montmédy,Meuse,Grand Est,20/04/2010,20/04/2010,01/12/2022,STENA,BT,Direct,Hydraulique,,,FIL DE L'EAU,,215.0,,,220.0,,,En service,0.0,0.0,1.0,0.0,Enedis,2.0
43510,CENTRALE D AUZEVILE,17W0000000467128,551170000,Clermont-en-Argonne,CC Argonne-Meuse,Meuse,Grand Est,09/10/1997,09/10/1997,08/03/2022,SSMEN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43545,CENTRALE HYDROELECTRIQUE,17W000000061234V,551670000,Dun-sur-Meuse,CC du Pays de Stenay et du Val Dunois,Meuse,Grand Est,12/11/1985,12/11/1985,02/11/2022,SOMBU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,660.0,,,658.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43562,CENTRALE HYDRO-ELECTRIQUE DE FROIDOS,17W000000042654G,551990000,Froidos,CC Argonne-Meuse,Meuse,Grand Est,04/06/2013,04/06/2013,05/10/2022,BXZEE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,140.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43618,Confidentiel,17W0000000938655,552960000,L'Isle-en-Rigault,CC des Portes de Meuse,Meuse,Grand Est,01/04/1990,01/04/1990,27/03/2020,SAUDR,BT,DIRECT,Hydraulique,,,FIL DE L'EAU,,,,,63.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43619,Confidentiel,17W0000003773185,552960000,L'Isle-en-Rigault,CC des Portes de Meuse,Meuse,Grand Est,24/01/2017,24/01/2017,01/02/2020,SAUDR,BT,Direct,Hydraulique,,,FIL DE L'EAU,,150.0,,,150.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43634,Confidentiel,17W0000001588542,553470000,Les Monthairons,CC Val de Meuse - Voie Sacrée,Meuse,Grand Est,09/08/2010,09/08/2010,23/10/2018,DUGNY,BT,Direct,Hydraulique,,,FIL DE L'EAU,,90.0,,,90.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43642,Confidentiel,17W000000057490Q,553830000,Neuvilly-en-Argonne,CC Argonne-Meuse,Meuse,Grand Est,01/11/2012,01/11/2012,05/10/2022,SSMEN,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,190.0,,,228.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
43654,HEF SARL,17W000000148476E,554080000,Pouilly-sur-Meuse,CC du Pays de Stenay et du Val Dunois,Meuse,Grand Est,09/10/1997,09/10/1997,30/11/2022,STENA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,391.0,,,390.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
