nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
Confidentiel,17W000000051457H,270790000,Boissy-Lamberville,CC Lieuvin Pays d'Auge,Eure,Normandie,16/01/2014,16/01/2014,23/10/2018,LOGER,BT,Direct,,,AUTRE,,220.0,220.0,,En service,Enedis
Confidentiel,17W000000951921T,271070000,Bourneville-Sainte-Croix,CC Roumois Seine,Eure,Normandie,12/12/2019,12/12/2019,12/12/2019,P.AU5,BT,Indirect,,,,,250.0,250.0,,En service,Enedis
SARL DE LA LICORNE 1,17W000001366456X,271260000,Campigny,CC de Pont-Audemer / Val de Risle,Eure,Normandie,28/10/2021,28/10/2021,28/10/2021,VIEVR,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
AGRI-ENERGIE,17W0000000452937,272270000,Étréville,CC Roumois Seine,Eure,Normandie,10/08/2012,10/08/2012,23/06/2021,GANTE,HTA,Direct,,,AUTRE,,1063.0,1063.0,,En service,Enedis
Confidentiel,17W000001031448M,272470000,Flipou,CC Lyons Andelle,Eure,Normandie,27/04/2021,27/04/2021,27/04/2021,MANOI,HTA,Direct,,,TURBINE A COMBUSTION,,251.0,251.0,,En service,Enedis
Confidentiel,17W000000431770Y,272750103,Gaillon,CA Seine-Eure,Eure,Normandie,07/10/2014,07/10/2014,21/04/2021,GAIL6,HTA,Direct,,,AUTRE,,700.0,725.0,,En service,Enedis
Confidentiel,17W000000425291W,272760000,Gamaches-en-Vexin,CC du Vexin Normand,Eure,Normandie,16/12/2013,16/12/2013,06/01/2020,ETREP,BT,Direct,,,AUTRE,,75.0,75.0,,En service,Enedis
Confidentiel,17W0000003931783,272990000,Gravigny,CA Evreux Portes de Normandie,Eure,Normandie,10/08/2012,10/08/2012,21/04/2021,EVREU,HTA,Direct,,,AUTRE,,238.0,238.0,,En service,Enedis
SETOM,17W000000421602O,273060000,Guichainville,CA Evreux Portes de Normandie,Eure,Normandie,08/08/2003,08/08/2003,11/12/2018,EVREU,HTA,Direct,DECHETS MENAGERS,,AUTRE,,5500.0,5500.0,,En service,Enedis
MD ENERGIE,17W0000004287357,273400000,Honguemare-Guenouville,CC Roumois Seine,Eure,Normandie,01/09/2015,01/09/2015,08/06/2022,GANTE,HTA,Direct,,,,,470.0,382.0,,En service,Enedis
Confidentiel,17W0000003853634,273800000,Malleville-sur-le-Bec,CC Intercom Bernay Terres de Normandie,Eure,Normandie,28/06/2016,28/06/2016,10/07/2020,VIEVR,HTA,Direct,,,AUTRE,,770.0,770.0,,En service,Enedis
Confidentiel,17W0000004341269,274280000,Le Neubourg,CC du Pays du Neubourg,Eure,Normandie,16/11/2017,16/11/2017,16/05/2022,NEUBO,HTA,Direct,,,COGENERATION A COMBUSTION,,889.0,889.0,,En service,Enedis
GAEC DE BOCQUEMARE,17W000001004469H,275520000,Saint-Jean-du-Thenney,CC Intercom Bernay Terres de Normandie,Eure,Normandie,20/11/2020,20/11/2020,20/11/2020,ORBEC,BT,Indirect,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GAEC LA BOURGETIERE,17W0000000570484,280180000,Authon-du-Perche,CC du Perche,Eure-et-Loir,Centre-Val de Loire,29/03/2011,29/03/2011,03/07/2019,BROU5,BT,Direct,,,AUTRE,,108.0,150.0,,En service,Enedis
SARL VICMAN ENERGIE,17W0000000585031,280270000,La Bazoche-Gouet,CC du Grand Châteaudun,Eure-et-Loir,Centre-Val de Loire,24/01/2011,24/01/2011,05/04/2019,VIBRA,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000402520X,281230000,Dampierre-sous-Brou,CC du Grand Châteaudun,Eure-et-Loir,Centre-Val de Loire,31/08/2010,31/08/2010,06/12/2018,BROU5,BT,Direct,,,,,250.0,250.0,,En service,Enedis
BIOMASSE CME,17W0000009321944,281770000,Gellainville,CA Chartres Métropole,Eure-et-Loir,Centre-Val de Loire,05/10/2018,01/11/2018,28/07/2022,GELLA,HTA,Direct,BOIS,,COGENERATION A VAPEUR,,8000.0,8000.0,,En service,Synelva
ORISANE,17W000000905927R,282290102,Mainvilliers,CA Chartres Métropole,Eure-et-Loir,Centre-Val de Loire,30/11/1998,29/12/1998,28/07/2022,MAINV,HTA,Direct,DECHETS MENAGERS,,,,8500.0,8500.0,,En service,Synelva
VALORYELE,17W0000001499701,,Ouarville,CC Cur de Beauce,Eure-et-Loir,Centre-Val de Loire,01/01/2000,01/01/2000,23/03/2021,AUNEA,HTA,Direct,DECHETS MENAGERS,,AUTRE,,8400.0,8400.0,,En service,Enedis
Confidentiel,17W000000416558J,290020000,Arzano,CA Quimperlé Communauté,Finistère,Bretagne,01/07/2015,01/07/2015,06/12/2018,QUIM5,BT,Direct,,,AUTRE,,150.0,250.0,,En service,Enedis
Confidentiel,17W000000421500W,290080000,Beuzec-Cap-Sizun,CC Cap Sizun - Pointe du Raz,Finistère,Bretagne,02/06/2015,02/06/2015,15/06/2022,AUDIE,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,498.0,,En service,Enedis
Confidentiel,17W000000933466T,290140000,Botsorhel,CA Morlaix Communauté,Finistère,Bretagne,25/09/2019,25/09/2019,01/10/2019,GUER5,BT,Direct,,,COGENERATION A COMBUSTION,,99.0,100.0,,En service,Enedis
Confidentiel,17W000000054990L,290190166,Brest,Brest Métropole,Finistère,Bretagne,01/02/1999,01/02/1999,01/10/2022,LOSCO,HTA,Direct,DECHETS MENAGERS,,AUTRE,,3300.0,3000.0,,En service,Enedis
Confidentiel,17W000000415484R,290200000,Briec,CA Quimper Bretagne Occidentale,Finistère,Bretagne,10/06/1999,10/06/1999,07/09/2022,BRIEC,HTA,Direct,DECHETS MENAGERS,,,,3000.0,3000.0,,En service,Enedis
VALCOR,17W000000046861S,290390107,Concarneau,CA Concarneau Cornouaille Agglomération,Finistère,Bretagne,19/05/2006,19/05/2006,15/06/2022,CONCA,HTA,Direct,DECHETS MENAGERS,,AUTRE,,2900.0,2200.0,,En service,Enedis
COGELAN GUIPAVAS,17W000000048739F,290750101,Guipavas,Brest Métropole,Finistère,Bretagne,01/05/2017,01/05/2017,15/06/2022,COATA,HTA,Direct,BOIS,,TURBINE A COMBUSTION,,5000.0,5000.0,,En service,Enedis
Confidentiel,17W0000009122992,290870000,Le Juch,CC Douarnenez Communauté,Finistère,Bretagne,05/03/2019,05/03/2019,02/05/2021,DOUAR,BT,Direct,,,COGENERATION A COMBUSTION,,77.0,77.0,,En service,Enedis
SCEA DE KERSCAO,17W0000009650026,290930000,Kernilis,CC Communauté Lesneven Côte des Légendes,Finistère,Bretagne,05/05/2020,05/05/2020,16/06/2022,LESNE,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
GAEC DE KERBERHUN,17W000000952378J,290930000,Kernilis,CC Communauté Lesneven Côte des Légendes,Finistère,Bretagne,19/12/2019,19/12/2019,16/06/2022,LESNE,HTA,Direct,,,COGENERATION A COMBUSTION,,210.0,210.0,,En service,Enedis
Confidentiel,17W000000926159T,291080000,Landudec,CC du Haut Pays Bigouden,Finistère,Bretagne,16/07/2019,16/07/2019,16/06/2022,POULD,HTA,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
Confidentiel,17W000000043802M,291100000,Langolen,CA Quimper Bretagne Occidentale,Finistère,Bretagne,16/04/2013,16/04/2013,15/06/2022,BRIEC,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000073341E,291110000,Lanhouarneau,CC Haut-Léon Communauté,Finistère,Bretagne,14/01/2015,14/01/2015,01/05/2021,LESNE,BT,Direct,,,AUTRE,,110.0,110.0,,En service,Enedis
Confidentiel,17W000000066451Z,291230000,Lennon,CC Pleyben-Châteaulin-Porzay,Finistère,Bretagne,08/10/2013,08/10/2013,28/09/2022,KERBI,BT,Direct,,,,,150.0,150.0,,En service,Enedis
GAEC DE LOPRE,17W000000915125K,291260000,Loc-Brévalaire,CC du Pays des Abers,Finistère,Bretagne,02/04/2019,02/04/2019,15/06/2022,LESNE,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
SCEA DE KEROURON,17W0000009499694,291620000,Pleyben,CC Pleyben-Châteaulin-Porzay,Finistère,Bretagne,08/10/2019,08/10/2019,01/11/2019,KERBI,BT,Direct,,,COGENERATION A COMBUSTION,,100.0,100.0,,En service,Enedis
SCEA DE KERGONCILY,17W000000429926W,291760000,Plonévez-Porzay,CC Pleyben-Châteaulin-Porzay,Finistère,Bretagne,21/06/2017,21/06/2017,03/12/2018,DOUAR,BT,Direct,,,TURBINE A COMBUSTION,,65.0,65.0,,En service,Enedis
Confidentiel,17W000000378393N,291820000,Plouégat-Guérand,CA Morlaix Communauté,Finistère,Bretagne,24/07/2017,24/07/2017,13/08/2019,LANME,BT,Direct,,,AUTRE,,157.0,157.0,,En service,Enedis
Confidentiel,17W000000429890R,291870000,Plougar,CC du Pays de Landivisiau,Finistère,Bretagne,27/02/2015,27/02/2015,15/06/2022,LANDI,HTA,Direct,,,AUTRE,,1110.0,772.0,,En service,Enedis
GAZELORN,17W0000013209424,292040000,Plounéventer,CC du Pays de Landivisiau,Finistère,Bretagne,06/07/2021,06/07/2021,16/06/2022,LANDE,HTA,Direct,,,AUTRE,,498.0,486.0,,En service,Enedis
GAEC DE KERVAGEN,17W000000392335I,292060000,Plounévez-Lochrist,CC Haut-Léon Communauté,Finistère,Bretagne,02/09/2016,02/09/2016,01/05/2021,LESNE,BT,Direct,,,,,99.0,99.0,,En service,Enedis
EARL DE LOROZAN,17W000000909623R,292070000,Plourin-lès-Morlaix,CA Morlaix Communauté,Finistère,Bretagne,21/01/2019,21/01/2019,15/06/2022,SSFIA,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,278.0,,En service,Enedis
Confidentiel,17W000000429766S,292080000,Plourin,CC du Pays d'Iroise,Finistère,Bretagne,24/07/2014,24/07/2014,15/06/2022,SSREN,HTA,Direct,,,TURBINE A COMBUSTION,,855.0,855.0,,En service,Enedis
Confidentiel,17W000000949378R,292100000,Plouvorn,CC du Pays de Landivisiau,Finistère,Bretagne,24/10/2019,24/10/2019,16/06/2022,LANDI,HTA,Direct,BOIS,,COGENERATION A COMBUSTION,,1448.0,1448.0,,En service,Enedis
Confidentiel,17W000000917027A,292790000,Taulé,CA Morlaix Communauté,Finistère,Bretagne,24/04/2019,24/04/2019,01/07/2019,MORLA,BT,Direct,,,COGENERATION A COMBUSTION,,236.0,236.0,,En service,Enedis
SARL GAZELEC DE L'ODET,17W000001401706G,292910000,Trégourez,CC de Haute Cornouaille,Finistère,Bretagne,18/07/2022,18/07/2022,18/07/2022,BRIEC,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,246.0,,En service,Enedis
Confidentiel,17W000000439985A,300340102,Bellegarde,CC Beaucaire Terre d'Argence,Gard,Occitanie,13/11/2017,13/11/2017,29/03/2018,PICHE,HTA,Direct,,,COGENERATION A COMBUSTION,,2020.0,2020.0,,En service,Enedis
EVOLIA,17W0000000535905,301890708,Nîmes,CA de Nîmes Métropole,Gard,Occitanie,31/03/2004,31/03/2004,28/09/2022,SSCES,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,8500.0,8500.0,,En service,Enedis
Confidentiel,17W000000389562F,310600000,Bélesta-en-Lauragais,CC Lauragais Revel Sorezois,Haute-Garonne,Occitanie,19/10/2016,19/10/2016,23/03/2022,AVIG5,HTA,Direct,,,AUTRE,,637.0,637.0,,En service,Enedis
UIOM ECONOTRE,17W0000000519446,310660000,Bessières,CC Val'Aïgo,Haute-Garonne,Occitanie,01/11/2002,01/11/2002,23/03/2022,SSSUL,HTA,Direct,DECHETS MENAGERS,,AUTRE,,17000.0,14200.0,,En service,Enedis
STOURT05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE STOURNEMIL (GTA3),17W0000009369266,314830105,Saint-Gaudens,CC Cur et Coteaux du Comminges,Haute-Garonne,Occitanie,15/01/2020,15/01/2020,15/01/2020,STOUR,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,25000.0,25000.0,1.0,En service,RTE
STOURT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE STOURNEMIL (THERMODYN 1),17W100P100P1692M,314830105,Saint-Gaudens,CC Cur et Coteaux du Comminges,Haute-Garonne,Occitanie,01/06/2004,01/05/2005,15/01/2020,STOUR,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,20000.0,20000.0,1.0,En retrait provisoire,RTE
STOURT04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE STOURNEMIL (THERMODYN 2),17W100P100P1693K,314830105,Saint-Gaudens,CC Cur et Coteaux du Comminges,Haute-Garonne,Occitanie,01/02/2007,,31/12/2014,STOUR,63 kV,INDIRECT,BOIS,,COGENERATION A VAPEUR,,21000.0,21000.0,1.0,En service,RTE
Confidentiel,17W0000009607957,315470103,Seysses,CA Le Muretain Agglo,Haute-Garonne,Occitanie,18/02/2020,18/02/2020,18/02/2020,SEYS5,BT,Direct,,,COGENERATION A COMBUSTION,,37.0,37.0,,En service,Enedis
Confidentiel,17W000000403757Y,315555001,Toulouse,Toulouse Métropole,Haute-Garonne,Occitanie,01/07/2014,01/07/2014,24/03/2022,LAFOU,HTA,Direct,DECHETS MENAGERS,,COGENERATION A VAPEUR,,4500.0,4500.0,,En service,Enedis
Confidentiel,17W000000044677V,320130501,Auch,CA Grand Auch Cur de Gascogne,Gers,Occitanie,10/12/2013,10/12/2013,23/03/2022,AUCH,HTA,Direct,,,COGENERATION A VAPEUR,,1067.0,1067.0,,En service,Enedis
Confidentiel,17W0000013290043,320200000,Aux-Aussat,CC Astarac Arros en Gascogne,Gers,Occitanie,27/07/2021,27/07/2021,07/06/2022,LAGUI,HTA,Direct,,,COGENERATION A COMBUSTION,,408.0,330.0,,En service,Enedis
METHAGRI 32,17W0000004605995,323090000,Pellefigue,CC du Saves,Gers,Occitanie,20/11/2017,20/11/2017,23/03/2022,SEMEZ,HTA,Direct,,,COGENERATION A VAPEUR,,875.0,875.0,,En service,Enedis
GAEC DE PARGAS,17W000000087168D,323450000,La Romieu,CC de la Lomagne Gersoise,Gers,Occitanie,25/04/2014,25/04/2014,02/02/2022,LECTO,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000013753349,323970000,Saint-Michel,CC Astarac Arros en Gascogne,Gers,Occitanie,10/09/2021,10/09/2021,04/07/2022,MIRAN,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,249.0,,En service,Enedis
GAEC DE BAUTIAN,17W000000153953P,324620000,Vic-Fezensac,CC Artagnan de Fezensac,Gers,Occitanie,21/10/2009,21/10/2009,15/03/2019,V.FEZ,BT,Direct,,,COGENERATION A VAPEUR,,100.0,100.0,,En service,Enedis
TARTIT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE TARTIFUME,17W100P100P1700C,330390110,Bègles,Bordeaux Métropole,Gironde,Nouvelle-Aquitaine,01/06/1998,,01/01/2015,TARTI,63 kV,DIRECT,DECHETS MENAGERS,,TURBINE A VAPEUR,,22000.0,22000.0,1.0,En service,RTE
FACT5T05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE FACTURE,17W100P100P2284W,330510101,Biganos,CA du Bassin d'Arcachon Nord,Gironde,Nouvelle-Aquitaine,01/10/2010,01/10/2010,01/10/2010,FACT5,63 kV,INDIRECT,BOIS,,COGENERATION A VAPEUR,,38500.0,38500.0,1.0,En service,RTE
FACT5T04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE FACTURE,17W100P100P1090D,330510101,Biganos,CA du Bassin d'Arcachon Nord,Gironde,Nouvelle-Aquitaine,01/10/2010,01/10/2010,01/10/2010,FACT5,63 kV,INDIRECT,BOIS,,COGENERATION A VAPEUR,,21000.0,21000.0,1.0,En service,RTE
Confidentiel,17W000000059168L,330630313,Bordeaux,Bordeaux Métropole,Gironde,Nouvelle-Aquitaine,17/10/2013,17/10/2013,07/10/2021,BACAL,HTA,Direct,,,AUTRE,,1253.0,1253.0,,En service,Enedis
Confidentiel,17W000001351989T,331190107,Cenon,Bordeaux Métropole,Gironde,Nouvelle-Aquitaine,01/01/2021,01/01/2021,22/04/2022,CENON,HTA,Direct,DECHETS MENAGERS,,COGENERATION A COMBUSTION,,4000.0,4100.0,,En service,Enedis
Confidentiel,17W0000000619505,,Hourtin,CC Médoc Atlantique,Gironde,Nouvelle-Aquitaine,19/12/2016,19/12/2016,18/12/2018,HOURT,HTA,DIRECT,,,COGENERATION A COMBUSTION,,2165.0,1487.0,,En service,Enedis
Confidentiel,17W0000004145621,332300000,Lapouyade,CA du Libournais,Gironde,Nouvelle-Aquitaine,25/01/2005,25/01/2005,25/01/2022,MTGUY,HTA,Direct,,,COGENERATION A COMBUSTION,,2000.0,2000.0,,En service,Enedis
Confidentiel,17W000000430910C,332300000,Lapouyade,CA du Libournais,Gironde,Nouvelle-Aquitaine,14/12/2006,14/12/2006,24/01/2022,MTGUY,HTA,Direct,,,AUTRE,,4170.0,4170.0,,En service,Enedis
Confidentiel,17W000000068390J,332300000,Lapouyade,CA du Libournais,Gironde,Nouvelle-Aquitaine,29/03/2013,29/03/2013,24/01/2022,CUBNE,HTA,Direct,,,AUTRE,,1065.0,2395.0,,En service,Enedis
Confidentiel,17W000001370632Q,333000000,Naujac-sur-Mer,CC Médoc Atlantique,Gironde,Nouvelle-Aquitaine,10/03/2011,10/03/2011,01/02/2022,MEDOC,HTA,Direct,,,AUTRE,,640.0,640.0,,En service,Enedis
Confidentiel,17W000000161327H,341290107,Lattes,Montpellier Méditerranée Métropole,Hérault,Occitanie,15/02/2008,15/02/2008,30/11/2021,MTPEL,HTA,Direct,,,AUTRE,,1145.0,1145.0,,En service,Enedis
STATION D EPURATION MAERA,17W000000051417T,341290108,Lattes,Montpellier Méditerranée Métropole,Hérault,Occitanie,27/04/2012,27/04/2012,23/11/2021,P.TRI,HTA,Direct,,,COGENERATION A COMBUSTION,,1101.0,889.0,,En service,Enedis
Confidentiel,17W0000000614694,341460000,Lunel-Viel,CC du Pays de Lunel,Hérault,Occitanie,14/06/1999,14/06/1999,30/11/2021,L.VIE,HTA,Direct,DECHETS MENAGERS,,TURBINE A COMBUSTION,,9000.0,9000.0,,En service,Enedis
UNITE DE METHANISATION,17W000000055596K,341721303,Montpellier,Montpellier Méditerranée Métropole,Hérault,Occitanie,13/11/2008,13/11/2008,14/01/2022,MTPEL,HTA,Direct,,,COGENERATION A COMBUSTION,,3666.0,3666.0,,En service,Enedis
Confidentiel,17W000000147205D,,Villeneuve-lès-Béziers,CA de Béziers-Méditerranée,Hérault,Occitanie,01/07/2010,01/07/2010,25/11/2021,SSVIN,HTA,Direct,,,AUTRE,,625.0,625.0,,En service,Enedis
SARL METHA-VOSGELINS,17W000000924950P,350030000,Andouillé-Neuville,CC Val d'Ille-Aubigné,Ille-et-Vilaine,Bretagne,13/06/2019,13/06/2019,13/06/2019,CRUEL,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W0000009268648,350100000,Baguer-Pican,CC du Pays de Dol et de la Baie du Mont Saint-Michel,Ille-et-Vilaine,Bretagne,21/06/2019,21/06/2019,21/06/2019,DOL,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W000000045107U,350140000,Bais,CA Vitré Communauté,Ille-et-Vilaine,Bretagne,14/03/2017,14/03/2017,15/06/2022,DOUAI,HTA,Direct,,,,,499.0,499.0,,En service,Enedis
SARL ECOVOLT,17W000000388843C,350270000,Boisgervilly,CC de Saint-Méen Montauban,Ille-et-Vilaine,Bretagne,27/04/2017,27/04/2017,07/05/2021,GAEL,BT,Direct,,,AUTRE,,105.0,105.0,,En service,Enedis
GAEC LA BOFFETIERE,17W000000461386H,350800000,Cintré,Rennes Métropole,Ille-et-Vilaine,Bretagne,30/01/2018,30/01/2018,27/07/2018,HERM5,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W000001022076Y,350850000,Combourg,CC Bretagne Romantique,Ille-et-Vilaine,Bretagne,07/04/2021,07/04/2021,05/05/2021,COMBO,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000010312611,350850000,Combourg,CC Bretagne Romantique,Ille-et-Vilaine,Bretagne,11/05/2021,11/05/2021,11/05/2021,COMBO,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
METHAVO ELEVAGES,17W000000424375V,350960000,Domagné,CA Vitré Communauté,Ille-et-Vilaine,Bretagne,08/02/2014,08/02/2014,15/06/2022,DOUAI,HTA,Direct,,,,,260.0,260.0,,En service,Enedis
EARL DE REIMS,17W000000426098L,351200000,Gévezé,Rennes Métropole,Ille-et-Vilaine,Bretagne,19/12/2011,19/12/2011,15/06/2022,CRUEL,HTA,Direct,,,,,150.0,150.0,,En service,Enedis
GAEC METHALOEN,17W000000042275O,351280000,Guipel,CC Val d'Ille-Aubigné,Ille-et-Vilaine,Bretagne,21/02/2013,21/02/2013,15/06/2022,TINTE,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000918198F,351280000,Guipel,CC Val d'Ille-Aubigné,Ille-et-Vilaine,Bretagne,02/04/2019,02/04/2019,02/04/2019,TINTE,BT,Direct,,,COGENERATION A COMBUSTION,,79.0,79.0,,En service,Enedis
SARL METHALICA,17W0000000506867,351330000,Iffendic,CC Montfort Communauté,Ille-et-Vilaine,Bretagne,09/12/2014,09/12/2014,15/06/2022,MTFO5,HTA,Direct,,,AUTRE,,492.0,492.0,,En service,Enedis
Confidentiel,17W000000963518I,351330000,Iffendic,CC Montfort Communauté,Ille-et-Vilaine,Bretagne,30/04/2020,30/04/2020,01/05/2020,MTFO5,BT,Indirect,,,COGENERATION A COMBUSTION,,94.0,94.0,,En service,Enedis
GAEC KERA-LAIT,17W000000910943B,351400000,Lalleu,CC Bretagne porte de Loire Communauté,Ille-et-Vilaine,Bretagne,07/02/2019,07/02/2019,06/11/2020,PAS,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,44.0,,En service,Enedis
SPBR,17W000000499865L,351420000,Landéan,CA Fougères Agglomération,Ille-et-Vilaine,Bretagne,04/12/2018,04/12/2018,04/12/2018,FOUGE,BT,Direct,,,COGENERATION A COMBUSTION,,204.0,204.0,,En service,Enedis
SARL CYPRELECT,17W000000926373R,351430000,Landujan,CC de Saint-Méen Montauban,Ille-et-Vilaine,Bretagne,30/07/2019,30/07/2019,16/06/2022,ROPHE,HTA,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
GAEC DE LA BARBOTTERIE,17W000001314442A,351630000,Luitré-Dompierre,CA Fougères Agglomération,Ille-et-Vilaine,Bretagne,28/07/2021,28/07/2021,28/07/2021,FOUGE,BT,Direct,,,COGENERATION A COMBUSTION,,43.0,44.0,,En service,Enedis
METHA -GOURHAND,17W000000957434A,351670000,Martigné-Ferchaud,CC Roche aux Fées Communauté,Ille-et-Vilaine,Bretagne,10/12/2019,10/12/2019,24/11/2022,DROUG,HTA,Direct,,,TURBINE A COMBUSTION,,499.0,492.0,,En service,Enedis
Confidentiel,17W000000424575N,351670000,Martigné-Ferchaud,CC Roche aux Fées Communauté,Ille-et-Vilaine,Bretagne,27/09/2016,27/09/2016,15/06/2022,DROUG,HTA,Direct,,,TURBINE A COMBUSTION,,505.0,505.0,,En service,Enedis
Confidentiel,17W000000460592J,351840000,Montauban-de-Bretagne,CC de Saint-Méen Montauban,Ille-et-Vilaine,Bretagne,30/10/2017,30/10/2017,15/06/2022,MTFO5,HTA,Direct,,,COGENERATION A COMBUSTION,,1189.0,1189.0,,En service,Enedis
Confidentiel,17W000000911191R,352010000,Muel,CC de Saint-Méen Montauban,Ille-et-Vilaine,Bretagne,20/02/2019,20/02/2019,01/04/2019,GAEL,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000429147J,352070000,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,Ille-et-Vilaine,Bretagne,01/03/2012,01/03/2012,15/06/2022,SERV6,HTA,Direct,,,AUTRE,,130.0,242.0,,En service,Enedis
GAEC LES HAUTES-MARETTES,17W000000390803L,352070000,Noyal-sur-Vilaine,CC Pays de Châteaugiron Communauté,Ille-et-Vilaine,Bretagne,23/05/2017,23/05/2017,09/08/2018,DOUAI,BT,Direct,,,AUTRE,,160.0,160.0,,En service,Enedis
Confidentiel,17W0000013145329,352110000,Paimpont,CC Brocéliande Communauté,Ille-et-Vilaine,Bretagne,24/06/2021,24/06/2021,29/06/2022,PLELA,BT,Direct,,,COGENERATION A COMBUSTION,,43.5,44.0,,En service,Enedis
SCEA AR KOUERIEN,17W000000383977G,352190000,Pipriac,CA Redon Agglomération,Ille-et-Vilaine,Bretagne,26/01/2017,26/01/2017,15/06/2022,MESSA,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000414302R,352381108,Rennes,Rennes Métropole,Ille-et-Vilaine,Bretagne,28/06/2013,28/06/2013,15/06/2022,NOYA5,HTA,Direct,BOIS,,AUTRE,,9400.0,9400.0,,En service,Enedis
COGENERATION DE BEAURADE,17W000000041680K,352380905,Rennes,Rennes Métropole,Ille-et-Vilaine,Bretagne,14/06/2013,14/06/2013,15/06/2022,RENNE,HTA,Direct,,,AUTRE,,440.0,440.0,,En service,Enedis
VALOREIZH,17W000000402344R,352381007,Rennes,Rennes Métropole,Ille-et-Vilaine,Bretagne,01/04/2000,01/04/2000,11/10/2022,RENNE,HTA,Direct,DECHETS MENAGERS,,COGENERATION A VAPEUR,,10970.0,2470.0,,En service,Enedis
EARL TREFLAMM,17W000000053292D,352390000,Retiers,CC Roche aux Fées Communauté,Ille-et-Vilaine,Bretagne,02/08/2011,02/08/2011,02/05/2021,DROUG,BT,Direct,,,,,200.0,200.0,,En service,Enedis
Confidentiel,17W000001402337G,352740000,Saint-Germain-sur-Ille,CC Val d'Ille-Aubigné,Ille-et-Vilaine,Bretagne,24/11/2021,24/11/2021,24/11/2021,CRUEL,BT,Direct,,,COGENERATION A COMBUSTION,,79.0,79.0,,En service,Enedis
BIOMETHANISATION SARL TOUCHASSE NRJ,17W000001434733H,,Saint-Rémy-du-Plain,CC Couesnon Marches de Bretagne,Ille-et-Vilaine,Bretagne,15/07/2022,15/07/2022,30/09/2022,COMBO,BT,Direct,,,COGENERATION A COMBUSTION,,43.5,43.5,,En service,Enedis
Confidentiel,17W000000417879V,353280000,Sixt-sur-Aff,CA Redon Agglomération,Ille-et-Vilaine,Bretagne,08/04/2014,08/04/2014,15/06/2022,,HTA,Direct,,,TURBINE A VAPEUR,,885.0,885.0,,En service,Enedis
GAEC DE KERDEUNE,17W000000930061X,353370000,Tinténiac,CC Bretagne Romantique,Ille-et-Vilaine,Bretagne,24/06/2019,24/06/2019,01/10/2019,TINTE,BT,Indirect,,,,,43.5,44.0,,En service,Enedis
Confidentiel,17W000000426172Z,360450000,Châtillon-sur-Indre,CC du Châtillonnais en Berry,Indre,Centre-Val de Loire,23/07/2014,23/07/2014,04/01/2021,CHAT7,HTA,Direct,,,MOTEUR A PISTON,,716.0,780.0,,En service,Enedis
