nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
Confidentiel,17W0000013523404,2B1690000,Morosaglia,CC Pasquale Paoli,Haute-Corse,Corse,19/01/2021,19/01/2021,28/09/2022,,HTA,Direct,,,,,5600.0,,,,,,En service,,EDF-SEI
CENTRALE DE BELLIGNAT,17W000001360124E,10310000,Bellignat,CA Haut - Bugey Agglomération,Ain,Auvergne-Rhône-Alpes,01/09/2021,01/09/2021,26/10/2021,BELLI,HTA,Indirect,,,BATTERIE,BATTE,2400.0,2400.0,2400.0,2400.0,2400.0,1.0,En service,2400.0,Enedis
CENTRALE DE BELLIGNAT,17W000001360014L,10310000,Bellignat,CA Haut - Bugey Agglomération,Ain,Auvergne-Rhône-Alpes,01/09/2021,01/09/2021,26/10/2021,BELLI,HTA,Indirect,,,BATTERIE,BATTE,2400.0,2400.0,2400.0,2400.0,2400.0,1.0,En service,2400.0,Enedis
Confidentiel,17W000001383974E,10780000,Challex,CA du Pays de Gex,Ain,Auvergne-Rhône-Alpes,23/05/2022,23/05/2022,30/08/2022,POUGN,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001436087C,10980000,Chazey-Bons,CC Bugey Sud,Ain,Auvergne-Rhône-Alpes,20/10/2022,20/10/2022,02/12/2022,BELLE,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001457410E,12660000,Montrevel-en-Bresse,CA du Bassin de Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,20/12/2022,20/12/2022,20/12/2022,MTREV,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001434869T,13630000,Saint-Jean-le-Vieux,CC Rives de l'Ain - Pays du Cerdon,Ain,Auvergne-Rhône-Alpes,26/09/2022,26/09/2022,26/09/2022,HAUT6,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001434920I,22110000,Condé-sur-Suippe,CC de la Champagne Picarde,Aisne,Hauts-de-France,23/09/2022,23/09/2022,30/11/2022,GUIGN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001351909G,22110000,Condé-sur-Suippe,CC de la Champagne Picarde,Aisne,Hauts-de-France,15/10/2021,15/10/2021,18/10/2022,GUIGN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001521575N,,Couleuvre,CC du Pays de Tronçais,Allier,Auvergne-Rhône-Alpes,11/04/2023,11/04/2023,11/04/2022,COULE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000000988620R,100810102,La Chapelle-Saint-Luc,CA Troyes Champagne Métropole,Aube,Grand Est,02/12/2020,02/12/2020,18/10/2022,T.IND,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
BORALEX STOCKAGE,17W000000476675G,100970000,Chervey,CC du Barséquanais en Champagne,Aube,Grand Est,05/06/2018,05/06/2018,10/10/2022,V.BAR,HTA,Direct,,,BATTERIE,BATTE,14000.0,2000.0,2000.0,14000.0,2000.0,2.0,En service,2.0,Enedis
Confidentiel,17W000001365807Z,102680101,Nogent-sur-Seine,CC du Nogentais,Aube,Grand Est,04/02/2022,04/02/2022,03/03/2022,N.SEI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,,En service,784.0,Enedis
Confidentiel,17W000000988778T,102950000,Polisot,CC du Barséquanais en Champagne,Aube,Grand Est,01/12/2020,01/12/2020,18/10/2022,POLIS,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001321054S,103950000,Vanlay,CC du Chaourçois et du Val d'Armance,Aube,Grand Est,21/07/2021,21/07/2021,18/10/2022,AVREU,HTA,Direct,,,BATTERIE,BATTE,1250.0,1572.0,1572.0,1250.0,1250.0,1.0,En service,892.0,Enedis
ANTUG-P31-STOCKAGE N0 01 DE ANTUGNAC,17W0000013746261,110100000,Antugnac,CC du Limouxin,Aude,Occitanie,,02/01/2022,18/05/2022,ANTUG,63 kV,Direct,,,BATTERIE,BATTE,9500.0,,8000.0,,,1.0,En service,8300.0,RTE
Confidentiel,17W000001410432Q,110370000,Berriac,CA Carcassonne Agglo,Aude,Occitanie,02/08/2022,02/08/2022,02/08/2022,MOREA,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402406N,110690901,Carcassonne,CA Carcassonne Agglo,Aude,Occitanie,25/07/2022,25/07/2022,25/07/2022,VIGUI,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001360239Y,130270106,Châteaurenard,CA Terre de Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,10/01/2022,10/01/2022,10/01/2022,CTAUR,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001329093F,141430000,Caumont-sur-Aure,CC Pré-Bocage Intercom,Calvados,Normandie,19/10/2021,19/10/2021,05/05/2022,CAUMO,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001314016R,144310000,Mézidon Vallée d'Auge,CA Lisieux Normandie,Calvados,Normandie,09/08/2021,09/08/2021,01/04/2022,PERCY,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001328919X,144780000,Orbec,CA Lisieux Normandie,Calvados,Normandie,29/09/2021,29/09/2021,01/04/2022,ORBEC,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001314045K,151220000,Maurs,CC de la Châtaigneraie Cantalienne,Cantal,Auvergne-Rhône-Alpes,12/08/2021,12/08/2021,21/12/2022,MAURS,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013136516,151270000,Molompize,CC Hautes Terres Communauté,Cantal,Auvergne-Rhône-Alpes,17/08/2021,17/08/2021,21/12/2022,MASSI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001402233S,151410000,Neussargues en Pinatelle,CC Hautes Terres Communauté,Cantal,Auvergne-Rhône-Alpes,11/07/2022,11/07/2022,20/12/2022,NEUSS,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001314441C,152310000,Talizat,CC Saint-Flour Communauté,Cantal,Auvergne-Rhône-Alpes,11/08/2021,11/08/2021,21/12/2022,SAVIG,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001017417F,160280102,Barbezieux-Saint-Hilaire,CC des 4B Sud Charente,Charente,Nouvelle-Aquitaine,06/01/2021,06/01/2021,15/06/2022,BARBE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001383860T,,Bors (Canton de Tude-et-Lavalette),CC Lavalette Tude Dronne,Charente,Nouvelle-Aquitaine,22/03/2022,22/03/2022,01/12/2022,CHAVE,HTA,Direct,,,BATTERIE,BATTE,11000.0,1300.0,1300.0,,1300.0,1.0,En service,1300.0,Enedis
Confidentiel,17W000001351999Q,160780000,Champniers,CA du Grand Angoulême,Charente,Nouvelle-Aquitaine,22/12/2021,22/12/2021,15/06/2022,CPNI5,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000009888801,160820000,Boisné-La Tude,CC Lavalette Tude Dronne,Charente,Nouvelle-Aquitaine,09/10/2020,09/10/2020,10/06/2022,CHAVE,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001022198K,160900000,Châteauneuf-sur-Charente,CA du Grand Cognac,Charente,Nouvelle-Aquitaine,17/12/2020,17/12/2020,15/06/2022,B.DUR,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000009589847,170150000,Arces,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,07/02/2020,07/02/2020,10/06/2022,CHARB,HTA,Direct,,,BATTERIE,BATTE,1260.0,1260.0,1260.0,1260.0,1260.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000009619823,170170000,Archingeay,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,04/03/2020,04/03/2020,10/06/2022,ARCHI,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W0000009637295,170210000,Arvert,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,28/04/2020,28/04/2020,10/06/2022,ARVER,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000010235021,170840000,Champagnolles,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,27/11/2020,27/11/2020,04/11/2022,PONS,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001241775O,171060000,Cierzac,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,28/12/2020,28/12/2020,15/06/2022,NICER,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000009499937,171580000,Ferrières,CC Aunis Atlantique,Charente-Maritime,Nouvelle-Aquitaine,18/12/2019,18/12/2019,10/06/2022,MARA7,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W000000476979X,171970000,Jonzac,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,08/08/2018,08/08/2018,16/09/2022,JONZA,HTA,Direct,,,BATTERIE,BATTE,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,En service,1.0,Enedis
Confidentiel,17W000001017567X,172180000,Marans,CC Aunis Atlantique,Charente-Maritime,Nouvelle-Aquitaine,14/12/2020,14/12/2020,20/12/2022,MARA7,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000000960735P,172190000,Marennes-Hiers-Brouage,CC du Bassin de Marennes,Charente-Maritime,Nouvelle-Aquitaine,05/02/2020,05/02/2020,10/06/2022,MAREN,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W000000949844O,172400000,Montendre,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,17/01/2020,17/01/2020,10/06/2022,MTEND,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W0000010101874,172480000,Mortagne-sur-Gironde,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,13/11/2020,13/11/2020,15/06/2022,CHARB,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000000950003Z,172690000,Orignolles,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,17/01/2020,17/01/2020,10/06/2022,MTGUY,HTA,Direct,,,BATTERIE,BATTE,1100.0,1000.0,1000.0,1100.0,1000.0,1.0,En service,1.0,Enedis
Confidentiel,17W0000009631218,172830000,Pons,CC de la Haute Saintonge,Charente-Maritime,Nouvelle-Aquitaine,10/03/2020,10/03/2020,10/06/2022,PONS,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W000000962006D,172840000,Pont-l'Abbé-d'Arnoult,CC Cur de Saintonge,Charente-Maritime,Nouvelle-Aquitaine,05/03/2020,05/03/2020,10/06/2022,ARNOU,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1.0,Enedis
Confidentiel,17W000001009694M,172990402,Rochefort,CA Rochefort Océan,Charente-Maritime,Nouvelle-Aquitaine,28/12/2020,28/12/2020,15/06/2022,ROCH8,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W000001375169Z,173470104,Saint-Jean-d'Angély,CC Vals de Saintonge Communauté,Charente-Maritime,Nouvelle-Aquitaine,24/12/2021,24/12/2021,15/06/2022,SSANG,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001004357S,174210102,Saujon,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,14/12/2020,14/12/2020,15/06/2022,SAUJO,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W000000977742O,174610000,Vaux-sur-Mer,CA Royan Atlantique,Charente-Maritime,Nouvelle-Aquitaine,17/06/2020,17/06/2020,17/02/2021,VAUX,HTA,Direct,,,BATTERIE,BATTE,1100.0,1100.0,1100.0,1100.0,1100.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000014347727,181090000,Henrichemont,CC Terres du Haut Berry,Cher,Centre-Val de Loire,13/09/2022,13/09/2022,20/12/2022,HENRI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
JALANS01-STOCKAGE N0 01 DE JALANCOURT (RINGO),17W000001339165A,212810000,Fontenelle,CC Mirebellois et Fontenois,Côte-d'Or,Bourgogne-Franche-Comté,,22/07/2021,17/08/2021,JALAN,63 kV,DIRECT,,,BATTERIE,BATTE,12000.0,,12000.0,,,1.0,En service,36990.0,RTE
Confidentiel,17W0000010037122,213550501,Longvic,Dijon Métropole,Côte-d'Or,Bourgogne-Franche-Comté,14/12/2020,14/12/2020,19/04/2022,ROMEL,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1.0,Enedis
Confidentiel,17W000001392107N,220020000,Andel,CA Lamballe Terre et Mer,Côtes-d'Armor,Bretagne,24/06/2022,24/06/2022,04/07/2022,LAMBA,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001370526P,220050000,Belle-Isle-en-Terre,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,Côtes-d'Armor,Bretagne,17/03/2022,17/03/2022,10/06/2022,NENEZ,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001351734P,220140000,Bourseul,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,02/12/2021,02/12/2021,16/09/2022,BZSEU,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000014347573,220750000,Hémonstoir,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,26/09/2022,26/09/2022,26/09/2022,REDET,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001366829K,221580000,Guerlédan,CC Loudéac Communauté - Bretagne Centre,Côtes-d'Armor,Bretagne,08/02/2022,08/02/2022,16/09/2022,MUR,HTA,Direct,,,BATTERIE,BATTE,,1250.0,1250.0,,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001370474I,222080000,Plouasne,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,04/03/2022,04/03/2022,14/06/2022,ROPHE,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
POD-TREDAN-1 STOCKAGE PDL 1,17W000001410322X,222320000,Plourhan,CA Saint-Brieuc Armor Agglomération,Côtes-d'Armor,Bretagne,21/07/2022,21/07/2022,02/09/2022,PLOUR,HTA,Direct,,,BATTERIE,BATTE,4400.0,5500.0,5500.0,4400.0,6130.0,1.0,En service,4145.0,Enedis
POD-TREDAN-1 STOCKAGE PDL2,17W000001410323V,222320000,Plourhan,CA Saint-Brieuc Armor Agglomération,Côtes-d'Armor,Bretagne,21/07/2022,21/07/2022,02/09/2022,PLOUR,HTA,Direct,,,BATTERIE,BATTE,4400.0,5500.0,5500.0,4400.0,6130.0,1.0,En service,4145.0,Enedis
Confidentiel,17W000001436312V,222450000,Pluzunet,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,04/10/2022,04/10/2022,04/10/2022,PLUZU,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001383873K,223240000,Saint-Quay-Perros,CA Lannion-Trégor Communauté,Côtes-d'Armor,Bretagne,12/05/2022,12/05/2022,10/06/2022,PERR6,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,,En service,784.0,Enedis
Confidentiel,17W0000014023669,223390000,Taden,CA Dinan Agglomération,Côtes-d'Armor,Bretagne,19/07/2022,19/07/2022,19/07/2022,TADEN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001375221M,,Campagne,CC de la Vallée de l'Homme,Dordogne,Nouvelle-Aquitaine,30/07/2021,30/07/2021,23/08/2022,CAMP6,HTA,Direct,,,BATTERIE,V.INE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001351979W,242640000,Ménesplet,CC Isle Double Landais,Dordogne,Nouvelle-Aquitaine,02/11/2021,02/11/2021,10/05/2022,MENES,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1250.0,Enedis
Confidentiel,17W0000013654901,,Saint-Léon-sur-l'Isle,CC Isle Vern Salembre en Périgord,Dordogne,Nouvelle-Aquitaine,11/02/2022,11/02/2022,31/03/2022,SSISL,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
STOCKAGE BATTERIE -BOIS-JÉRÔME-SAINT-OUEN,17W000000997002F,270720000,Bois-Jérôme-Saint-Ouen,CA Seine Normandie Agglomération,Eure,Normandie,15/10/2020,15/10/2020,03/02/2021,GROUX,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000000988416Q,271510000,Charleval,CC Lyons Andelle,Eure,Normandie,16/10/2020,16/10/2020,05/08/2021,LECER,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001436134T,271790000,Courbépine,CC Intercom Bernay Terres de Normandie,Eure,Normandie,20/10/2022,20/10/2022,20/10/2022,LOGER,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001410269B,273400000,Honguemare-Guenouville,CC Roumois Seine,Eure,Normandie,18/07/2022,18/07/2022,18/07/2022,GANTE,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001469185G,274150000,Morainville-Jouveaux,CC Lieuvin Pays d'Auge,Eure,Normandie,22/12/2022,22/12/2022,22/12/2022,VIEVR,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001366679D,274480000,Pacy-sur-Eure,CA Seine Normandie Agglomération,Eure,Normandie,10/11/2021,10/11/2021,16/03/2022,MARN5,HTA,Indirect,,,BATTERIE,,2400.0,,,2400.0,,,En service,0.0,Enedis
Confidentiel,17W000001365582X,274480000,Pacy-sur-Eure,CA Seine Normandie Agglomération,Eure,Normandie,10/11/2021,10/11/2021,16/03/2022,MARN5,HTA,Indirect,,,BATTERIE,,2400.0,,,2400.0,,,En service,0.0,Enedis
Confidentiel,17W000001328874T,275390000,Saint-Étienne-sous-Bailleul,CA Seine-Eure,Eure,Normandie,15/09/2021,15/09/2021,08/04/2022,C.REA,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001469795Q,275390000,Saint-Étienne-sous-Bailleul,CA Seine-Eure,Eure,Normandie,23/12/2022,23/12/2022,23/12/2022,C.REA,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000000988438G,276790103,Verneuil d'Avre et d'Iton,CC Interco Normandie Sud Eure,Eure,Normandie,12/10/2020,12/10/2020,03/02/2021,V.AVR,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001434867X,280610000,Brou,CC du Grand Châteaudun,Eure-et-Loir,Centre-Val de Loire,13/09/2022,13/09/2022,13/09/2022,BROU5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001313191E,284010000,Vaupillon,CC Terres de Perche,Eure-et-Loir,Centre-Val de Loire,25/08/2021,25/08/2021,21/12/2022,LOUPE,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W0000013145183,284040106,Vernouillet,CA Agglo du Pays de Dreux,Eure-et-Loir,Centre-Val de Loire,28/07/2021,28/07/2021,21/12/2022,ARPEN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001410282J,290270000,Châteauneuf-du-Faou,CC de Haute Cornouaille,Finistère,Bretagne,03/08/2022,03/08/2022,03/08/2022,KERBI,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000013603424,290670000,Guerlesquin,CA Morlaix Communauté,Finistère,Bretagne,14/12/2021,14/12/2021,15/06/2022,GUER5,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001351643S,291130000,Lanmeur,CA Morlaix Communauté,Finistère,Bretagne,03/12/2021,03/12/2021,23/09/2022,LANME,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,892.0,Enedis
Confidentiel,17W000001457544U,291460000,Melgven,CA Concarneau Cornouaille Agglomération,Finistère,Bretagne,15/12/2022,15/12/2022,15/12/2022,MELGV,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000000997474B,291460000,Melgven,CA Concarneau Cornouaille Agglomération,Finistère,Bretagne,30/10/2020,30/10/2020,15/06/2022,MELGV,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1000.0,Enedis
Confidentiel,17W000001351556N,292330105,Quimperlé,CA Quimperlé Communauté,Finistère,Bretagne,16/11/2021,16/11/2021,15/06/2022,LISLO,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W0000014102984,292430000,Saint-Coulitz,CC Pleyben-Châteaulin-Porzay,Finistère,Bretagne,24/06/2022,24/06/2022,24/06/2022,SSCO6,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001314431F,292600101,Saint-Renan,CC du Pays d'Iroise,Finistère,Bretagne,12/07/2021,12/07/2021,23/09/2022,SSREN,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1.0,Enedis
Confidentiel,17W0000013603238,303110000,Sauve,CC du Piémont Cévenol,Gard,Occitanie,21/01/2022,21/01/2022,21/01/2022,SAUV7,HTA,Direct,,,BATTERIE,BATTE,1250.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,784.0,Enedis
Confidentiel,17W000001383895A,310940000,Buzet-sur-Tarn,CC Val'Aïgo,Haute-Garonne,Occitanie,12/04/2022,12/04/2022,24/05/2022,SSSUL,HTA,Direct,,,BATTERIE,V.INE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1.0,Enedis
Confidentiel,17W000001359773C,311880000,Fontenilles,CC de la Gascogne Toulousaine,Haute-Garonne,Occitanie,09/07/2021,09/07/2021,24/01/2022,FTENI,HTA,Indirect,,,BATTERIE,,2400.0,,,2400.0,,,En service,0.0,Enedis
Confidentiel,17W000001344761D,311880000,Fontenilles,CC de la Gascogne Toulousaine,Haute-Garonne,Occitanie,09/11/2021,09/11/2021,07/03/2022,FTENI,HTA,Direct,,,BATTERIE,BATTE,1572.0,1250.0,1250.0,1250.0,1250.0,1.0,En service,1.0,Enedis
Confidentiel,17W000001446299S,,Ondes,CC des Hauts-Tolosans,Haute-Garonne,Occitanie,14/10/2021,14/10/2021,03/04/2022,ONDES,HTA,Direct,,,BATTERIE,,1572.0,,,1250.0,,,En service,0.0,Enedis
SCLE SFE,17W000000430624D,315554003,Toulouse,Toulouse Métropole,Haute-Garonne,Occitanie,01/05/2015,01/05/2015,23/03/2022,UNION,HTA,Direct,,,BATTERIE,BATTE,990.0,1000.0,1000.0,990.0,,1.0,En service,70000.0,Enedis
